Date Time Served,Bar Name,Alcohol Type,Brand Name,Opening Balance (ml),Purchase (ml),Consumed (ml),Closing Balance (ml),Date,Month,Year,DayOfWeek,Weekend,Bar Name_TE,Alcohol Type_TE,Brand Name_TE,Item_ID,lag_1,lag_2,rolling_3,rolling_7,std_7
2023-05-02 12:01:00,Thomas's Bar,Wine,Yellow Tail,0.0,0.0,0.0,0.0,2,5,2023,1,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,239.77,109.07,259.1766666666667,201.5142857142857,112.42234295387226
2023-05-03 14:01:00,Thomas's Bar,Wine,Yellow Tail,0.0,0.0,0.0,0.0,3,5,2023,2,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,0.0,239.77,116.28000000000004,184.40285714285713,133.98420686960148
2023-05-10 22:23:00,Thomas's Bar,Wine,Yellow Tail,0.0,0.0,0.0,0.0,10,5,2023,2,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,0.0,0.0,79.92333333333337,153.15285714285713,149.27567123885086
2023-05-12 16:59:00,Thomas's Bar,Wine,Yellow Tail,0.0,0.0,0.0,0.0,12,5,2023,4,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,0.0,0.0,0.0,128.4,159.40594238191568
2023-05-17 17:04:00,Thomas's Bar,Wine,Yellow Tail,0.0,0.0,0.0,0.0,17,5,2023,2,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,0.0,0.0,0.0,111.07571428571428,166.73148761378192
2023-05-21 14:21:00,Thomas's Bar,Wine,Yellow Tail,0.0,0.0,0.0,0.0,21,5,2023,6,1,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,0.0,0.0,0.0,49.83428571428572,93.09647824651965
2023-05-28 19:08:00,Thomas's Bar,Wine,Yellow Tail,0.0,0.0,0.0,0.0,28,5,2023,6,1,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,0.0,0.0,0.0,34.252857142857145,90.6245416934221
2023-05-29 21:26:00,Thomas's Bar,Wine,Yellow Tail,0.0,0.0,0.0,0.0,29,5,2023,0,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,0.0,0.0,0.0,0.0,0.0
2023-05-31 12:33:00,Thomas's Bar,Wine,Yellow Tail,0.0,0.0,0.0,0.0,31,5,2023,2,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,0.0,0.0,0.0,0.0,0.0
2023-06-04 17:22:00,Thomas's Bar,Wine,Yellow Tail,0.0,1849.15,200.19,1648.96,4,6,2023,6,1,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,0.0,0.0,0.0,0.0,0.0
2023-06-06 13:20:00,Thomas's Bar,Wine,Yellow Tail,1648.96,1402.17,316.76,2734.37,6,6,2023,1,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,200.19,0.0,66.73000000000003,28.59857142857143,75.66470785171683
2023-06-07 16:12:00,Thomas's Bar,Wine,Yellow Tail,2734.37,0.0,471.41,2262.96,7,6,2023,2,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,316.76,200.19,172.3166666666667,73.85000000000001,130.53490989003652
2023-06-11 19:57:00,Thomas's Bar,Wine,Yellow Tail,2262.96,0.0,310.16,1952.8,11,6,2023,6,1,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,471.41,316.76,329.4533333333334,141.1942857142857,192.82528256231873
2023-06-14 20:10:00,Thomas's Bar,Wine,Yellow Tail,1952.8,615.97,525.71,2043.06,14,6,2023,2,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,310.16,471.41,366.11000000000007,185.50285714285715,190.5957228196447
2023-06-16 20:28:00,Thomas's Bar,Wine,Yellow Tail,2043.06,0.0,242.1,1800.96,16,6,2023,4,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,525.71,310.16,435.76000000000005,260.6042857142857,208.08988257138168
2023-07-01 22:22:00,Thomas's Bar,Wine,Yellow Tail,1800.96,0.0,929.75,871.21,1,7,2023,5,1,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,242.1,525.71,359.32333333333344,295.19,175.05380544278378
2023-07-03 21:22:00,Thomas's Bar,Wine,Yellow Tail,871.21,683.99,183.94,1371.26,3,7,2023,0,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,929.75,242.1,565.8533333333334,428.01142857142855,250.3003339609286
2023-07-04 19:31:00,Thomas's Bar,Wine,Yellow Tail,1371.26,0.0,0.0,1371.26,4,7,2023,1,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,183.94,929.75,451.93000000000006,425.69,252.82803075081162
2023-07-06 17:31:00,Thomas's Bar,Wine,Yellow Tail,1371.26,0.0,377.83,993.43,6,7,2023,3,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,0.0,183.94,371.2300000000001,380.43857142857144,299.59541259441716
2023-07-07 18:59:00,Thomas's Bar,Wine,Yellow Tail,993.43,0.0,262.41,731.02,7,7,2023,4,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,377.83,0.0,187.2566666666667,367.07,296.9355823519079
2023-07-09 20:43:00,Thomas's Bar,Wine,Yellow Tail,731.02,0.0,129.83,601.19,9,7,2023,6,1,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,262.41,377.83,213.41333333333338,360.24857142857144,299.002141766497
2023-07-13 21:55:00,Thomas's Bar,Wine,Yellow Tail,601.19,0.0,170.69,430.5,13,7,2023,3,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,129.83,262.41,256.69000000000005,303.69428571428574,299.927826810448
2023-07-21 15:28:00,Thomas's Bar,Wine,Yellow Tail,430.5,0.0,198.48,232.02,21,7,2023,4,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,170.69,129.83,187.6433333333334,293.4928571428572,303.5643829961109
2023-08-05 15:54:00,Thomas's Bar,Wine,Yellow Tail,232.02,0.0,232.02,0.0,5,8,2023,5,1,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,198.48,170.69,166.33333333333337,189.0257142857143,115.9875074964459
2023-08-15 10:33:00,Thomas's Bar,Wine,Yellow Tail,0.0,0.0,0.0,0.0,15,8,2023,1,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,232.02,198.48,200.39666666666668,195.8942857142857,117.05484083071815
2023-08-16 22:53:00,Thomas's Bar,Wine,Yellow Tail,0.0,0.0,0.0,0.0,16,8,2023,2,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,0.0,232.02,143.50000000000003,195.8942857142857,117.05484083071815
2023-08-27 10:31:00,Thomas's Bar,Wine,Yellow Tail,0.0,0.0,0.0,0.0,27,8,2023,6,1,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,0.0,0.0,77.34000000000005,141.91857142857143,105.74445413804159
2023-09-07 17:06:00,Thomas's Bar,Wine,Yellow Tail,0.0,0.0,0.0,0.0,7,9,2023,3,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,0.0,0.0,0.0,104.43142857142857,102.36945580080214
2023-09-08 21:16:00,Thomas's Bar,Wine,Yellow Tail,0.0,0.0,0.0,0.0,8,9,2023,4,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,0.0,0.0,0.0,85.88428571428572,108.57400945240731
2023-09-11 10:27:00,Thomas's Bar,Wine,Yellow Tail,0.0,0.0,0.0,0.0,11,9,2023,0,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,0.0,0.0,0.0,61.5,105.47656991009902
2023-09-15 14:40:00,Thomas's Bar,Wine,Yellow Tail,0.0,856.81,164.68,692.13,15,9,2023,4,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,0.0,0.0,0.0,33.145714285714284,87.69531702760094
2023-09-24 22:27:00,Thomas's Bar,Wine,Yellow Tail,692.13,0.0,596.51,95.62,24,9,2023,6,1,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,164.68,0.0,54.89333333333337,23.525714285714287,62.24318941515959
2023-10-03 19:29:00,Thomas's Bar,Wine,Yellow Tail,95.62,0.0,95.62,0.0,3,10,2023,1,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,596.51,164.68,253.73000000000002,108.74142857142859,223.67044003984756
2023-10-05 16:52:00,Thomas's Bar,Wine,Yellow Tail,0.0,0.0,0.0,0.0,5,10,2023,3,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,95.62,596.51,285.60333333333335,122.40142857142858,218.789129409162
2023-10-12 21:39:00,Thomas's Bar,Wine,Yellow Tail,0.0,1303.62,145.7,1157.92,12,10,2023,3,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,0.0,95.62,230.71000000000004,122.40142857142858,218.789129409162
2023-10-15 19:50:00,Thomas's Bar,Wine,Yellow Tail,1157.92,0.0,395.33,762.59,15,10,2023,6,1,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,145.7,0.0,80.44000000000004,143.21571428571428,212.02993938413056
2023-10-17 19:17:00,Thomas's Bar,Wine,Yellow Tail,762.59,0.0,339.06,423.53,17,10,2023,1,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,395.33,145.7,180.34333333333336,199.6914285714286,220.02443019117754
2023-10-23 16:17:00,Thomas's Bar,Wine,Yellow Tail,423.53,0.0,423.53,0.0,23,10,2023,0,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,339.06,395.33,293.3633333333334,248.12857142857143,205.58385705339893
2023-10-24 10:38:00,Thomas's Bar,Wine,Yellow Tail,0.0,1725.23,124.6,1600.63,24,10,2023,1,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,423.53,339.06,385.97333333333336,285.10714285714283,211.27329360445955
2023-10-28 22:36:00,Thomas's Bar,Wine,Yellow Tail,1600.63,566.47,128.2,2038.9,28,10,2023,5,1,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,124.6,423.53,295.73,217.69142857142856,165.72823199730445
2023-10-31 15:06:00,Thomas's Bar,Wine,Yellow Tail,2038.9,1955.27,392.86,3601.31,31,10,2023,1,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,128.2,124.6,225.44333333333338,222.34571428571425,162.14742611351585
2023-11-02 11:56:00,Thomas's Bar,Wine,Yellow Tail,3601.31,0.0,309.6,3291.71,2,11,2023,3,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,392.86,128.2,215.22000000000003,278.46857142857147,138.6481194040716
2023-11-03 15:56:00,Thomas's Bar,Wine,Yellow Tail,3291.71,0.0,527.97,2763.74,3,11,2023,4,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,309.6,392.86,276.8866666666667,301.8828571428572,125.72713638594293
2023-11-07 19:05:00,Thomas's Bar,Wine,Yellow Tail,2763.74,0.0,447.34,2316.4,7,11,2023,1,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,527.97,309.6,410.14333333333343,320.8314285714286,149.8407855501488
2023-11-09 21:19:00,Thomas's Bar,Wine,Yellow Tail,2316.4,1413.6,578.1,3151.9,9,11,2023,3,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,447.34,527.97,428.30333333333334,336.3,157.43293122257901
2023-11-16 18:45:00,Thomas's Bar,Wine,Yellow Tail,3151.9,0.0,227.01,2924.89,16,11,2023,3,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,578.1,447.34,517.8033333333334,358.38142857142856,180.81104671530903
2023-11-19 17:18:00,Thomas's Bar,Wine,Yellow Tail,2924.89,0.0,481.2,2443.69,19,11,2023,6,1,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,227.01,578.1,417.4833333333334,373.01142857142855,161.8961834457059
2023-11-22 21:28:00,Thomas's Bar,Wine,Yellow Tail,2443.69,0.0,360.25,2083.44,22,11,2023,2,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,481.2,227.01,428.77000000000004,423.44000000000005,123.31064498520225
2023-11-28 21:16:00,Thomas's Bar,Wine,Yellow Tail,2083.44,1488.65,283.23,3288.86,28,11,2023,1,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,360.25,481.2,356.15333333333336,418.7814285714286,125.25907464512221
2023-12-01 15:16:00,Thomas's Bar,Wine,Yellow Tail,3288.86,0.0,410.18,2878.68,1,12,2023,4,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,283.23,360.25,374.8933333333334,415.0142857142857,129.4174644135714
2023-12-02 16:09:00,Thomas's Bar,Wine,Yellow Tail,2878.68,0.0,371.03,2507.65,2,12,2023,5,1,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,410.18,283.23,351.22,398.1871428571429,119.56559450977574
2023-12-09 12:21:00,Thomas's Bar,Wine,Yellow Tail,2507.65,0.0,528.9,1978.75,9,12,2023,5,1,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,371.03,410.18,354.81333333333333,387.2857142857143,117.80294801873463
2023-12-13 13:03:00,Thomas's Bar,Wine,Yellow Tail,1978.75,0.0,314.52,1664.23,13,12,2023,2,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,528.9,371.03,436.7033333333334,380.25714285714287,105.32799243542111
2023-12-14 14:43:00,Thomas's Bar,Wine,Yellow Tail,1664.23,0.0,191.99,1472.24,14,12,2023,3,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,314.52,528.9,404.81666666666666,392.7585714285714,87.85082155346629
2023-12-23 10:41:00,Thomas's Bar,Wine,Yellow Tail,1472.24,0.0,365.93,1106.31,23,12,2023,5,1,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,191.99,314.52,345.1366666666667,351.4428571428571,105.5492115420234
2023-12-26 22:50:00,Thomas's Bar,Wine,Yellow Tail,1106.31,1882.22,599.06,2389.47,26,12,2023,1,0,289.2061217075386,288.2995896656535,271.0723382045929,289.2061217075386_288.2995896656535_271.0723382045929,365.93,191.99,290.81333333333333,352.2542857142857,105.64998735717566
2023-01-30 19:58:00,Thomas's Bar,Wine,Sutter Home,3589.92,0.0,530.64,3059.28,30,1,2023,0,0,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,164.95,251.53,300.79666666666674,377.0514285714286,175.05738206167044
2023-02-06 16:24:00,Thomas's Bar,Wine,Sutter Home,3059.28,0.0,495.1,2564.18,6,2,2023,0,0,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,530.64,164.95,315.7066666666667,429.1014285714286,154.95976579191654
2023-02-10 12:32:00,Thomas's Bar,Wine,Sutter Home,2564.18,0.0,556.2,2007.98,10,2,2023,4,0,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,495.1,530.64,396.89666666666676,422.5214285714286,150.31676957108155
2023-02-12 12:03:00,Thomas's Bar,Wine,Sutter Home,2007.98,0.0,397.34,1610.64,12,2,2023,6,1,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,556.2,495.1,527.3133333333334,432.95714285714286,157.58732771750007
2023-02-16 16:11:00,Thomas's Bar,Wine,Sutter Home,1610.64,0.0,497.78,1112.86,16,2,2023,3,0,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,397.34,556.2,482.88000000000005,411.6671428571429,149.5748704065719
2023-02-24 20:37:00,Thomas's Bar,Wine,Sutter Home,1112.86,0.0,178.29,934.57,24,2,2023,4,0,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,497.78,397.34,483.77333333333337,413.36285714285714,150.6204641601182
2023-02-27 15:34:00,Thomas's Bar,Wine,Sutter Home,935.0,0.0,254.65,680.0,27,2,2023,0,0,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,178.29,497.78,357.80333333333334,402.90000000000003,165.54063962262137
2023-02-28 12:14:00,Thomas's Bar,Wine,Sutter Home,679.92,0.0,548.06,131.86,28,2,2023,1,0,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,254.65,178.29,310.24000000000007,415.7142857142857,146.41871395159163
2023-03-01 22:33:00,Thomas's Bar,Wine,Sutter Home,131.86,0.0,131.86,9.09e-13,1,3,2023,2,0,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,548.06,254.65,327.00000000000006,418.20285714285717,148.82582445197286
2023-03-04 19:45:00,Thomas's Bar,Wine,Sutter Home,9.09e-13,0.0,0.0,9.09e-13,4,3,2023,5,1,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,131.86,548.06,311.5233333333334,366.31142857142856,178.00972580438497
2023-03-17 17:21:00,Thomas's Bar,Wine,Sutter Home,9.09e-13,0.0,0.0,9.09e-13,17,3,2023,4,0,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,0.0,131.86,226.6400000000001,286.8542857142857,201.68337610035707
2023-03-18 11:46:00,Thomas's Bar,Wine,Sutter Home,9.09e-13,1721.34,286.12,1435.22,18,3,2023,5,1,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,0.0,0.0,43.953333333333454,230.09142857142857,220.44698519361157
2023-03-21 19:51:00,Thomas's Bar,Wine,Sutter Home,1435.22,0.0,470.09,965.13,21,3,2023,1,0,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,286.12,0.0,95.37333333333345,199.8542857142857,190.02775041706792
2023-04-02 19:51:00,Thomas's Bar,Wine,Sutter Home,965.13,0.0,333.71,631.42,2,4,2023,6,1,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,470.09,286.12,252.07000000000008,241.54,214.8882294744565
2023-04-11 19:06:00,Thomas's Bar,Wine,Sutter Home,631.42,0.0,448.88,182.54,11,4,2023,1,0,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,333.71,470.09,363.3066666666668,252.8342857142857,217.7507051543992
2023-04-13 11:34:00,Thomas's Bar,Wine,Sutter Home,182.54,0.0,182.54,7.67e-13,13,4,2023,3,0,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,448.88,333.71,417.5600000000001,238.66571428571427,197.63715843747124
2023-05-05 11:05:00,Thomas's Bar,Wine,Sutter Home,7.67e-13,0.0,0.0,7.67e-13,5,5,2023,4,0,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,182.54,448.88,321.7100000000001,245.90571428571428,193.96665966579096
2023-05-08 10:55:00,Thomas's Bar,Wine,Sutter Home,7.67e-13,1155.16,152.89,1002.27,8,5,2023,0,0,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,0.0,182.54,210.47333333333344,245.9057142857143,193.96665966579096
2023-05-09 14:29:00,Thomas's Bar,Wine,Sutter Home,1002.27,0.0,362.82,639.45,9,5,2023,1,0,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,152.89,0.0,111.8100000000001,267.7471428571429,168.61265133576478
2023-05-11 14:58:00,Thomas's Bar,Wine,Sutter Home,639.45,0.0,111.58,527.87,11,5,2023,3,0,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,362.82,152.89,171.90333333333345,278.7042857142857,172.4539699801218
2023-05-15 12:50:00,Thomas's Bar,Wine,Sutter Home,527.87,0.0,225.77,302.1,15,5,2023,0,0,289.2061217075386,288.2995896656535,283.8877966101695,289.2061217075386_288.2995896656535_283.8877966101695,111.58,362.82,209.0966666666668,227.48857142857145,158.8410736583973
